townname,cityid,ctycode,plcode,massgis,mfallow,siteplan,mfspga,mfattach,mfmixed,mfconvert,mfparcel,mfminlot,unitarea,townhous,mfsenior,onlyold,zonedist,agelimit,overlay,resdist,agezone,zoneweb,accesapt,aaspga,aafamily,cluster,clbuilt,clspga,cladopt,clamend,clbonus,cltype,clparcel,clminlot,clopen,include,incstruc,inclieu,incbonus,increlax,incadopt,incdevs,incunits,growrate,grownum,phasing,phunits,growadpt,growtemp,growexp,exsenior,exafford,exopen,exlodens,exinfra,exother,capfirm,mlaexclud,mlacba,mlapct,shaprule,shapenum,htcalc,front150,longzone,maxfront,frontout,maxbuild,subdrule,subadopt,subamend,subdweb,maxlength,pavewid1,pavewid2,typeroad,rghtway1,curb,sidewalk,sidewide,maxgrade,maxgrad2,wetbylaw,wetadopt,wetamend,ccadopt,wetonline,vernpool,vernlist,buffpool,pooldefn,vernwide,maxjuris,buffisol,isolwide,floodexp,addterms,termdefn,bufflsf,lsfdefn,nobuild,nogowide,delaycert,septrule,septdate,septweb,grndmin,roomflow,housflow,bedcount,maxperc,leachsiz,propback,wetback,wellback,perctest,septtime,noshare,pctsewer,iipartic,iiratio,iicash,sewerfee
MANSFIELD,61,5,38225,167,4,1,1,0,1,2,10,10000,4356,1,1,0,12,55,2,3,1,0,2,1,0,2,,1,,,1,0,1.324433,7500,35,3,4,1,1,0,2004,0,0,1,115,0,,1997,1,2007,1,1,0,0,0,0,0,1,1,50,0,,4,1,2,200,0,2078,1,,2002,0,650,24,24,MINOR,50,3,2,5,9,9,1,1999,,1,0,0,1,1,,100,100,1,100,1,0,,1,0,1,25,0,1,2002,0,5,110,330,0,20,,10,50,100,0,0,0,2,0,,,100
FOXBOROUGH,62,21,24820,99,2,,1,0,2,2,,15000,,2,0,0,8,,5,2,0,0,0,,,2,1,1,1980,,0,,7.5,20000,45,0,,,,,,,,0,,0,,,,,,,,,,,0,0,0,,0,,5,1,1,200,0,2034,1,,,0,800,24,20,RESIDENTIAL,50,3,2,5,6,6,1,1980,1993,1,1,1,0,1,0,100,,1,100,0,0,,0,0,1,25,0,1,1994,0,6,110,330,0,60,,10,150,150,0,0,0,1,0,,,0
SHARON,63,21,60785,266,5,0,5,1,2,2,5,10000,2000,1,1,0,13,60,2,8,1,1,2,2,1,2,1,4,1972,,1,3,5,20000,40,1,,0,1,0,,,,1,50,0,,2000,0,,0,1,0,0,0,0,0,1,0,90,0,,4,1,4,175,0,1480,1,,,1,1000,24,22,MINOR,50,3,2,5,7,8,1,1986,,1,1,1,1,1,1,200,200,1,100,1,1,0,1,1,1,100,1,1,2004,1,5,110,330,1,30,,20,125,125,0,0,0,0,,,,
WALPOLE,64,21,72495,307,2,,2,0,2,0,,30000,,2,0,0,9,,2,4,1,0,0,,,2,1,1,1989,1996,0,0,20,15000,40,0,,,,,,,,1,85,1,5,,1,2006,0,1,1,1,1,1,0,1,1,60,4,,1,1,2,200,1,2299,1,1950,2001,0,750,26,26,LOCAL,46,3,2,,7,7,1,1998,,1,1,1,1,1,0,100,100,1,100,0,1,1,0,0,1,25,1,1,2004,1,5,110,330,0,60,,10,150,100,0,0,0,3,1,2,1,1981
MEDFIELD,65,21,39765,175,1,1,,0,0,0,,24000,,0,0,0,8,,3,4,0,0,1,2,0,2,1,2,1980,,0,,2.754821,12000,25,0,,,,,,,,0,,0,,,,,,,,,,,0,1,1,100,5,,1,1,1,180,0,315,1,,,0,500,24,24,RESIDENTIAL SECONDARY,50,3,1,,6,6,1,1982,1999,1,1,1,1,1,0,100,100,1,100,1,1,0,1,0,1,50,1,1,1995,0,6,110,440,1,60,,10,50,100,0,0,1,2,0,,,2000
DOVER,66,21,17405,78,2,,1,0,0,0,8,,,0,1,0,8,55,1,3,1,1,2,2,0,0,,,,,,,,,,2,3,0,0,0,1990,0,0,0,,0,,,,,,,,,,,0,1,0,75,5,,1,1,,200,0,1419,1,1947,2002,1,0,22,22,MINOR,52,2,0,,10,10,1,1986,1994,1,1,1,0,1,0,100,100,1,100,1,1,0,0,1,1,50,1,1,2004,1,5,110,330,0,25,,20,50,100,1,1,1,0,,,,
NORWOOD,67,21,50250,220,4,0,2,1,1,0,,5000,,2,0,0,13,,4,6,0,1,0,,,2,,1,,,0,,,,,0,,,,,,,,0,,0,,,,,,,,,,,0,1,0,75,0,,1,0,0,125,0,668,1,1991,2002,1,600,26,26,LOCAL RESIDENTIAL,55,3,2,,8,8,1,1980,1997,1,1,0,0,0,,,,1,100,1,0,,0,1,1,50,0,0,,,,,,,,,,,,,,,4,0,,,1000
WESTWOOD,68,21,78690,335,2,,4,0,0,0,5,12000,9680,2,1,0,11,62,5,6,1,1,2,2,0,2,1,4,,2004,1,2,5,20000,20,1,,0,1,0,,1,386,0,60,0,10,,1,1998,1,,,,,1,0,1,1,75,0,,1,1,1,175,0,916,1,1998,,1,500,26,26,MINOR,50,3,2,6,8,8,1,1989,2000,0,1,1,1,1,0,100,100,1,100,0,0,,0,0,1,35,1,0,,,,,,,,,,,,,,,4,0,,,300
NEEDHAM,69,21,44105,199,4,0,2,0,2,0,,10000,2420,2,0,0,17,,7,7,0,1,0,,,2,1,1,1985,,0,2,1.147842,5000,40,0,,,,,,,,0,,0,,,,,,,,,,,0,1,0,,3,20,1,1,2,150,0,606,1,1962,2004,1,1200,24,18,NA,50,2,2,4.5,8,10,1,1988,1995,1,1,1,0,1,0,100,100,1,100,1,1,1,0,1,1,25,1,0,,,,,,,,,,,,,,,4,1,,0,150
WELLESLEY,70,21,74175,317,1,0,1,1,0,2,,10000,,1,1,0,15,62,4,8,1,1,0,,,2,0,1,1972,,0,2,10,10000,,2,,1,0,0,2004,0,0,0,,0,,,,,,,,,,,0,0,0,,3,20,1,1,2,200,0,2209,1,1993,,1,500,40,40,NA,54,2,2,,9,9,1,2002,2004,1,1,1,1,1,1,100,100,1,100,0,0,,0,0,1,25,0,1,2003,0,6,110,330,0,60,,10,50,100,1,1,0,4,0,,,
WESTON,71,17,77255,333,2,,1,1,0,0,,240000,10000,2,0,0,10,,4,6,0,1,2,2,0,2,1,1,1994,,0,0,,20000,,0,,,,,,,,0,,0,,,,,,,,,,,0,1,0,,5,,2,1,4,250,0,1114,1,1955,2002,1,0,24,24,NA,50,1,1,5,6,6,0,,,,,,,,,,,,,,,,,,,,,1,2002,1,5,165,495,0,60,,10,100,100,0,1,1,0,,,,
LAKEVILLE,72,23,33920,146,0,,,0,0,0,,,,0,0,0,4,,4,1,0,0,1,2,0,0,,,,,,,,,,0,,,,,,,,0,,0,,,,,,,,,,,0,1,1,75,4,,1,1,1,200,0,2616,1,,2001,0,750,24,24,MINOR,50,2,1,5,6,6,0,,,,,,,,,,,,,,,,,,,,,1,1986,0,5,110,330,0,20,150,10,50,100,1,0,0,0,,,,
RAYNHAM,73,5,56060,245,1,1,,0,0,0,,51560,,2,0,0,10,,2,4,0,1,0,,,1,1,,1998,2003,1,1,5,,40,2,1,0,2,0,2000,0,0,0,24,1,4,1998,1,2003,0,0,0,1,0,0,1,1,1,80,0,,1,1,3,150,0,3257,1,1955,1999,0,,24,24,ACCESS,50,3,2,4,8,9,0,,,,,,,,,,,,,,,,,,,,,1,2003,1,5,165,495,0,30,600,10,50,100,1,0,0,4,0,,,4000
EASTON,74,5,20100,88,1,0,4,0,2,0,,60000,,2,0,0,7,,2,2,1,0,0,,,2,1,4,2000,,0,,5,10000,60,0,,,,,,,,0,,0,,,,,,,,,,,0,1,1,100,0,,1,1,2,150,0,5332,1,,,0,1200,28,24,MAJOR,50,3,2,,6,6,1,1986,,0,0,1,1,1,0,100,100,1,100,1,1,0,1,1,1,50,1,1,1998,1,5,110,330,0,60,,10,50,100,0,0,0,0,,,,
STOUGHTON,75,21,67945,285,4,0,2,1,0,1,,10000,2500,1,0,0,10,,1,5,0,0,2,2,1,2,,1,1975,,0,0,30,25000,20,0,,,,,,,,0,,0,,,,,,,,,,,0,1,0,75,1,30,1,1,1,150,0,824,1,,2001,0,500,30,30,MINOR,50,2,2,,9,9,0,,,,,,,,,,,,,,,,,,,,,1,1976,0,5,110,330,0,60,600,10,50,100,0,0,0,3,1,,1,0
CANTON,76,21,11315,50,7,0,4,1,2,0,10,10000,2000,1,1,0,9,55,3,6,1,1,2,2,0,2,0,1,1998,2003,0,1,2.295684,5000,30,2,,0,0,0,2002,0,0,0,,0,,,,,,,,,,,0,1,0,44.44444,1,23,,0,0,75,0,2753,1,1998,,1,1000,22,18,RESIDENTIAL,50,3,2,,8,8,1,1980,1997,1,0,1,1,1,0,100,100,1,100,1,1,0,1,1,1,30,1,1,,0,5,110,330,0,20,,10,50,100,1,0,0,3,0,,0,1000
DEDHAM,77,21,16495,73,2,,4,1,0,2,,100000,,2,0,0,11,,4,4,0,1,1,2,0,2,0,4,1995,,,,,,20,0,,,,,,,,0,,0,,,,,,,,,,,0,1,1,80,0,,5,1,1,150,0,930,1,,2001,1,1000,22,18,RESIDENTIAL,50,3,2,6,8,8,1,1996,2002,1,0,1,1,1,0,100,100,1,100,1,1,0,1,1,1,50,1,0,,,,,,,,,,,,,,,4,1,,1,500
NEWTON,78,17,45560,207,2,,3,0,1,2,,10000,1000,2,0,0,18,,1,7,0,1,2,3,0,2,1,3,1987,1994,1,0,5,7000,,2,,1,1,0,1977,,85,0,,0,,,,,,,,,,,0,0,0,,3,30,1,0,0,140,0,1158,1,1978,1997,0,500,24,24,NA,45,3,2,,12,12,1,1985,,1,1,0,0,0,,,,0,,1,0,,0,1,0,,0,0,,,,,,,,,,,,,,,4,0,,,3000
WALTHAM,79,17,72600,308,4,0,3,1,1,2,,6000,2000,1,0,0,14,,4,9,0,1,2,2,0,2,,3,,,0,2,5,,35,3,3,1,1,0,1991,,,0,,0,,,,,,,,,,,0,0,0,,0,,2,0,0,100,0,1162,1,1997,,0,500,30,30,RESIDENTIAL,50,3,2,10,7,7,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,5,1,4,0,10
LEXINGTON,80,17,35215,155,2,,4,0,0,2,2.869605,15500,,2,0,0,13,,2,5,0,1,1,,0,2,1,4,1985,1996,1,2,1.147842,,,1,,0,1,1,1984,,6,0,,0,,,,,,,,,,,0,1,1,90,4,,2,1,1,150,1,931,1,1948,1993,1,650,24,20,LOCAL,50,2,1,,8,8,1,1977,2002,1,1,1,1,1,1,100,200,1,100,1,0,,1,1,1,50,1,1,1999,1,5,110,330,0,60,,10,50,150,0,0,0,4,0,,,0
BEDFORD,81,17,4615,23,2,,4,0,1,0,4,10000,,2,1,0,10,55,2,4,1,0,1,,0,2,1,1,1980,,1,2,2.869605,8712,25,3,,0,1,0,2002,1,,0,100,1,5,1989,,,0,0,0,0,0,0,0,1,0,65,0,,1,1,2,200,0,1046,1,,1990,1,500,24,24,NA,40,3,1,5,8,8,1,1987,1995,1,0,1,1,1,0,100,100,1,100,1,1,0,1,1,1,25,1,0,,,,,,,,,,,,,,,4,1,4,0,50
BURLINGTON,82,17,9840,48,1,0,1,0,0,0,,120000,15000,2,1,0,11,55,5,3,1,1,1,,0,2,1,1,1972,,1,2,10,19800,40,1,,1,1,1,1988,,,0,,0,,,,,,,,,,,0,1,0,100,0,,1,0,0,100,0,319,1,1988,2002,1,500,28,20,NA,40,3,2,4,8,8,1,2000,,0,1,0,0,0,,,,1,100,1,1,1,0,1,0,,0,0,,,,,,,,,,,,,,,5,1,11,0,0
BILLERICA,83,17,5805,31,2,,1,0,0,0,5,65340,6800,2,1,0,9,55,10,7,1,1,2,2,1,2,1,1,1992,2001,0,0,10,15000,40,3,4,0,2,1,2003,0,25,0,,0,,,,,,,,,,,0,1,1,50,4,,1,1,3,200,1,1748,1,1996,2002,0,1700,28,24,MAJOR,50,2,2,,6,10,1,2003,2003,1,1,1,1,1,1,200,200,1,100,1,1,0,1,0,1,50,1,1,2003,1,5,110,440,0,60,,10,50,100,0,1,1,3,0,,,2074
TEWKSBURY,84,17,69415,295,2,,1,0,0,0,4,43560,6223,0,1,0,12,55,4,5,1,1,1,,1,2,1,1,1985,2003,0,0,12,20000,66.66666,2,3,1,1,0,,0,0,0,,0,,,,,,,,,,,0,1,1,50,2,0.02525,1,1,2,200,1,1268,1,1998,2003,1,1000,32,24,LOCAL,50,2,2,5,10,10,1,1991,2002,1,1,1,0,1,0,100,,1,100,1,1,1,1,1,1,50,1,1,2000,1,5,110,330,0,20,,10,50,100,0,0,0,2,0,,,3000
PLYMOUTH,86,23,54310,239,6,,2,0,1,2,,20000,5445,2,0,0,17,,5,6,1,1,0,,,2,1,4,1988,,1,3,,15000,,0,,,,,,,,1,155,1,30,1999,1,2005,1,0,0,1,0,0,0,1,0,,0,,2,1,2,200,0,19897,1,1970,2004,1,500,26,26,MINOR,50,3,2,4,10,10,1,1989,,1,1,0,0,0,,,,1,100,1,1,0,1,0,1,25,1,1,2004,0,5,110,440,0,60,,20,75,100,0,0,0,2,0,,,1200
CARVER,87,23,11665,52,0,,,0,0,0,,,,2,0,0,7,,4,1,0,1,2,2,0,2,0,1,1998,,1,0,3,,20,2,2,0,0,0,,0,2,1,30,1,7,1998,1,2006,1,0,1,1,0,0,0,1,0,70,0,,3,1,1,200,0,7641,1,1970,2001,0,600,24,24,LOCAL,40,2,1,,6,6,1,1998,2002,1,0,0,0,0,,,,1,100,1,1,0,1,0,0,,1,1,2004,1,5,110,330,0,60,750,10,50,150,0,0,0,0,,,,
KINGSTON,88,23,33220,145,2,,1,0,0,2,5,10000,,2,0,0,10,,2,4,1,0,2,1,0,2,,1,2000,,1,3,10,,,3,4,1,1,0,2003,,,1,70,1,15,1996,0,,1,0,0,0,0,0,0,1,1,85,5,,3,1,1,200,0,3854,1,,1998,0,650,22,22,LOCAL,40,3,0,4,8,8,1,1977,2004,1,1,1,0,1,1,100,100,1,100,1,1,0,1,1,1,25,1,1,2002,0,5,110,330,0,60,800,15,50,125,0,0,0,1,0,,,10854
MIDDLEBOROUGH,89,23,40850,182,2,,2,0,2,2,,20000,,0,0,0,8,,4,3,0,0,2,2,1,2,,1,1996,,0,0,5,30000,40,0,,,,,,,,0,,0,,,,,,,,,,,0,1,1,,1,30,3,1,2,200,0,10588,1,1999,,0,500,24,22,MINOR,50,2,1,,6,7,0,,,,,,,,,,,,,,,,,,,,,1,,0,5,110,330,0,30,,10,50,100,0,0,0,2,1,2,1,325
PLYMPTON,90,23,54415,240,2,,3,0,0,0,10,,10890,0,1,1,4,62,3,1,1,1,0,,,0,,,,,,,,,,0,,,,,,,,0,,0,,,,,,,,,,,0,1,0,50,0,,,1,1,200,0,2844,1,1986,,1,800,28,28,LOCAL,50,3,2,,8,8,0,,,,,,,,,,,,,,,,,,,,,1,,1,5,110,440,1,60,,30,50,200,0,0,0,0,,,,
HALIFAX,91,23,27795,118,2,,2,0,0,0,10,,43560,0,0,0,5,,2,1,0,0,2,2,1,0,,,,,,,,,,0,,,,,,,,1,40,1,5,1998,1,2008,0,0,0,0,0,1,1,1,1,100,4,,1,1,1,150,0,2380,1,2001,,0,1000,26,26,MINOR,50,2,2,4,6,6,1,1989,,1,0,0,0,0,,,,1,100,1,1,0,1,1,1,50,1,1,2003,0,5,110,330,,60,,10,50,100,0,0,0,0,,,,
DUXBURY,92,23,17895,82,3,,4,0,0,0,5,21780,7260,2,0,0,9,,3,4,0,1,2,2,0,2,0,4,,2003,0,3,5,40000,25,2,4,1,0,0,2003,0,0,0,,0,,,,,,,,,,,0,1,1,100,4,,5,1,1,200,0,3107,1,1950,2004,1,1000,22,14,SECONDARY,50,2,1,4,6,10,1,,2003,1,1,1,1,1,0,100,100,1,100,1,1,0,1,1,1,50,0,1,2000,1,6,110,330,1,60,,10,150,150,0,0,0,1,0,,,0
BRIDGEWATER,93,23,8085,42,0,,,0,0,0,,,,0,0,0,10,,2,5,1,0,0,,,2,1,1,1989,,,0,10,9250,,0,,,,,,,,0,,0,,,,,,,,,,,0,1,1,50,5,,,1,1,150,0,7610,1,,,0,1500,28,28,RESIDENTIAL,40,3,2,,5,5,1,1990,,0,1,0,0,0,,,,1,100,1,1,0,1,0,0,,1,1,1989,0,5,110,330,0,20,1000,10,75,150,1,0,1,2,1,3,0,4000
WEST BRIDGEWATER,94,23,75260,322,0,,,0,0,0,,,,0,0,0,3,,2,1,0,0,2,2,0,0,,,,,,,,,,0,,,,,,,,0,,0,,,,,,,,,,,0,1,1,90,0,,3,1,1,150,0,4200,1,,,0,1500,30,24,MINOR,50,3,2,5,8,11,1,1989,,1,0,0,0,0,,,,1,100,1,1,0,1,1,1,50,1,1,,0,5,110,330,0,60,,10,50,100,0,0,0,0,,,,
EAST BRIDGEWATER,95,23,18455,83,4,0,2,0,0,0,,25000,7500,2,0,0,10,,4,5,0,0,0,,,2,,1,1987,,0,2,10,,30,0,,,,,,,,0,,1,8,1998,,,1,0,1,1,0,1,0,1,0,50,5,,,1,1,150,0,5580,1,,2001,0,900,20,20,MINOR,40,2,1,4,10,10,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,
HANSON,96,23,28495,123,2,,4,1,2,0,,30000,,2,0,0,6,,3,4,1,1,0,,,0,,,,,,,,,,0,,,,,,,,0,,0,,,,,,,,,,,0,1,0,90,0,,1,1,3,175,0,3907,1,1954,1990,1,500,26,20,LOCAL,40,3,1,,10,10,1,1989,,1,1,1,1,1,0,100,100,1,100,1,1,0,1,1,1,50,1,1,,0,5,110,330,0,60,,10,50,100,0,0,0,0,,,,
PEMBROKE,97,23,52630,231,2,,2,0,0,0,,120000,10000,0,0,0,6,,6,2,0,0,2,2,1,0,,,,,,,,,,0,,,,,,,,0,,0,,,,,,,,,,,0,1,1,80,2,55,,1,1,150,0,1609,1,,2000,0,2000,,,MINOR,,2,2,,10,10,0,,,,,,,,,,,,,,,,,,,,,1,1995,0,5,150,450,0,30,,10,75,100,0,0,0,0,,,,
MARSHFIELD,98,23,38855,171,6,,1,0,2,0,6,10000,5445,2,1,1,11,55,5,4,1,0,2,2,0,2,1,1,1997,2004,1,3,5,5445,20,2,4,1,1,0,2003,1,,0,,0,,,,,,,,,,,0,1,1,80,4,,1,0,0,125,0,2015,1,1955,1998,0,600,20,18,TYPE C,46,3,2,5,8,8,1,,,1,1,1,0,1,0,100,100,1,100,1,0,,1,1,1,75,1,1,2000,1,5,110,400,0,20,,20,100,200,0,0,0,2,0,,,0
BROCKTON,99,23,9000,44,4,0,2,0,0,2,,12000,1200,0,0,0,14,,3,6,1,0,0,,,0,,,,,,,,,,0,,,,,,,,0,,0,,,,,,,,,,,0,1,0,60,0,,4,1,3,175,0,3631,1,1957,2000,0,700,34,34,RESIDENTIAL,50,3,2,8,12,12,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,4,0,,,250
SCITUATE,100,23,60330,264,1,1,1,0,0,0,,10000,5000,2,0,0,8,,6,5,0,1,2,1,0,2,1,1,,,1,2,1.836547,10000,30,2,2,0,0,0,,1,,0,,0,,,,,,,,,,,0,1,0,100,0,,1,0,0,100,0,2890,1,1946,2003,1,600,24,24,MINOR,42,3,1,5,9,9,1,1988,2003,1,1,1,1,1,0,250,250,1,100,0,0,,0,0,1,50,1,1,1997,0,5,110,330,0,60,,10,50,100,0,0,0,2,0,,,
NORWELL,101,23,50145,219,0,,,0,0,1,,43560,,2,0,0,5,,6,2,1,1,2,2,0,2,1,1,1999,,,2,40,43560,50,0,,,,,,,,0,,0,,,,,,,,,,,0,1,0,100,4,,1,0,0,80,0,2395,1,,,0,500,26,26,MINOR,50,2,1,5,9,9,1,1980,2002,1,1,1,1,1,0,100,100,1,100,1,1,0,1,0,1,50,1,1,2004,1,5,110,330,0,60,,10,100,100,1,0,0,0,,,,
HANOVER,102,23,28285,122,0,,,0,0,0,,,,2,0,0,7,,4,1,1,0,0,,,2,1,1,,,,2,20,11000,25,0,,,,,,,,0,,1,10,,,,0,0,0,0,0,0,0,1,0,90,0,,1,1,1,150,0,2295,1,,,0,1000,26,26,MINOR,50,3,2,4,8,8,1,1996,2001,1,1,1,1,1,1,200,200,1,100,1,1,0,1,0,1,50,1,1,1998,0,5,110,330,0,60,1000,10,100,150,0,0,1,0,,,,
ROCKLAND,103,23,57775,251,5,0,2,0,1,2,20,43560,2904,0,0,0,11,,1,4,1,0,2,2,1,2,1,1,1980,,,1,20,2904,35,0,,,,,,,,0,,0,,,,,,,,,,,0,1,0,67,0,,1,0,0,110,0,1083,1,1990,2001,0,600,30,30,LOCAL RESIDENTIAL,50,3,2,,10,10,1,,,0,0,0,0,0,,,,0,,1,0,,1,0,0,,0,0,,,,,,,,,,,,,,,4,0,,,2000
WHITMAN,104,23,79530,338,2,,2,1,0,0,,87000,6000,2,0,0,7,,1,3,0,0,2,2,1,0,,,,,,,,,,0,,,,,,,,0,,0,,,,,,,,,,,0,1,0,75,0,,1,1,1,150,0,1713,1,,,0,800,24,24,RESIDENTIAL,40,2,1,4,10,10,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,4,0,,,840
ABINGTON,105,23,170,1,2,,4,0,1,1,10,12500,10000,1,0,0,9,,2,5,0,0,0,,,0,,,,,,,,,,0,,,,,,,,0,,1,20,2001,,,0,0,0,0,0,0,0,1,1,50,0,,1,0,0,120,0,1807,1,1972,2001,0,600,26,26,RESIDENTIAL/MINOR,52,3,2,,10,10,1,,2003,0,0,1,1,1,1,200,200,1,100,1,1,0,1,0,0,,1,0,,,,,,,,,,,,,,,4,1,3,0,150
COHASSET,106,21,14640,65,2,,1,0,1,2,10,5000,4356,2,1,0,9,55,3,4,1,0,2,2,0,2,1,1,1981,1987,0,2,10,,45,3,4,0,3,0,2002,,,0,,0,,,,,,,,,,,0,1,0,50,0,,5,0,0,50,1,1036,1,,2001,0,1500,,,RESIDENTIAL,40,2,,,6,6,1,1989,2001,1,0,1,1,1,0,100,100,1,25,1,1,0,1,1,1,50,1,1,2001,0,5,110,330,0,60,,10,50,100,0,0,0,2,0,,,0
HINGHAM,107,23,30210,131,2,,2,0,2,0,5,5000,5445,2,1,0,15,62,4,3,1,1,0,,,2,1,4,1990,2003,1,2,5,,40,1,,0,2,1,2003,1,,0,,0,,,,,,,,,,,0,1,1,100,1,22,,1,3,150,0,1309,1,1941,2004,1,800,22,18,MINOR,46,2,1,,8,7,1,1978,1987,1,0,0,0,0,,,,1,100,1,0,,1,1,1,50,0,1,1998,1,6,110,330,0,60,,10,100,250,0,1,1,2,0,,,0
WEYMOUTH,108,21,78865,336,4,1,4,0,2,1,,7500,,0,0,0,14,,3,5,0,1,0,,,2,,1,1978,1995,0,,5,,,0,,,,,,,,0,,0,,,,,,,,,,,0,1,0,75,0,,1,0,0,120,0,2293,1,,,0,800,28,28,MINOR,40,2,1,,8,8,1,,,1,0,1,1,1,1,100,200,1,100,1,1,0,1,1,1,50,1,0,,,,,,,,,,,,,,,4,1,7,1,2310
HOLBROOK,109,21,30455,133,5,0,1,0,0,0,,25000,15000,2,1,0,10,,1,5,1,0,0,,,2,1,1,,,,3,,10890,40,2,3,0,0,0,2004,0,0,0,,0,,,,,,,,,,,0,0,0,,5,,,1,2,200,0,1635,1,1954,1998,0,500,26,26,SECONDARY,40,3,2,5,8,8,1,1994,2003,0,0,1,1,1,0,100,100,1,100,1,1,0,1,0,0,,1,0,,,,,,,,,,,,,,,3,0,,,0
AVON,110,21,2935,18,2,,1,0,0,0,,8000,8000,2,0,0,4,,2,2,0,0,0,,,2,,1,,,0,2,15,2178,10,0,,,,,,,,0,,0,,,,,,,,,,,0,0,0,,0,,1,1,2,200,0,765,1,1997,2001,0,600,30,30,RESIDENTIAL,50,3,2,5,8,8,1,1991,,0,0,0,1,1,,100,100,1,100,1,1,0,1,0,0,,1,1,,0,5,110,330,0,60,,10,50,100,1,0,0,0,,,,
BRAINTREE,111,21,7665,40,7,1,1,0,0,0,5,15000,,0,0,0,10,,6,7,0,0,0,,,2,1,1,1991,2001,,1,3,15000,25,0,,,,,,,,0,,0,,,,,,,,,,,0,0,0,,0,,5,0,0,100,0,570,1,1978,,0,400,28,28,TYPE I,50,3,2,,8,8,1,,2000,1,1,0,0,0,,,,1,100,0,1,0,0,0,1,25,1,0,,,,,,,,,,,,,,,4,1,1,0,720
RANDOLPH,112,21,55955,244,1,1,2,1,0,0,,43560,4356,1,1,0,7,55,3,3,1,0,1,,1,0,,,,,,,,,,0,,,,,,,,0,,0,,,,,,,,,,,0,0,0,,0,,,0,0,120,0,1005,1,1986,,0,600,24,24,SECONDARY,40,3,2,5.5,8,8,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,5,1,2,1,1500
QUINCY,113,21,55745,243,7,0,2,0,2,0,2.295684,6750,2000,0,0,0,13,,1,7,0,1,0,,,2,1,3,1972,,,1,2.295684,2000,,1,,1,1,1,2001,1,100,0,,0,,,,,,,,,,,0,0,0,,0,,3,0,0,85,0,757,1,,,0,500,24,24,NA,40,3,2,,10,10,1,1987,,1,0,0,0,0,,,,1,100,1,1,0,1,0,0,,1,0,,,,,,,,,,,,,,,5,0,,,300
MILTON,114,21,41690,189,2,,1,0,2,2,25,7500,,2,1,0,9,62,3,8,1,1,2,2,1,2,0,1,1970,,0,2,10,10000,35,0,,,,,,,,0,,0,,,,,,,,,,,0,0,0,,0,,2,1,4,200,0,870,1,1966,2004,1,650,32,32,NA,50,3,2,4.5,8,8,1,1962,2000,1,0,0,0,0,,,,1,100,1,1,0,1,0,1,25,0,0,,,,,,,,,,,,,,,4,1,4,1,4000
BROOKLINE,115,21,9175,46,4,0,2,0,1,2,,5000,3000,2,0,0,29,,1,17,0,1,0,,,2,,2,1972,,1,2,2,7500,,3,,1,1,0,1987,,65,0,,0,,,,,,,,,,,0,0,0,,0,,4,0,0,25,0,1030,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,5,0,,,0
